埼京線,0,180,141,,,
埼京線・東京臨海高速鉄道りんかい線直通,0,180,141,0,0,255
りんかい線,0,0,255,,,
湘南新宿ライン,226,31,37,0,121,193
中央線(快速),240,90,33,,,
中央本線(特急),0,121,193,,,
成田エクスプレス,255,255,255,,,
山手線,128,195,66,,,
