山手線,各駅停車,,,754,池袋・上野方面,15,,
湘南新宿ライン,快速,,,755,小田原,1,,
中央線快速,快速,,,755,東京,7,,
中央・総武線各駅停車,各駅停車,,,755,三鷹,16,,
埼京線・川越線,各駅停車,,,756,大宮,3,1,
山手線,各駅停車,,,756,渋谷・品川方面,14,,
山手線,各駅停車,,,756,池袋・上野方面,15,,
埼京線・川越線,各駅停車,,,757,新木場,2,,
中央・総武線各駅停車,各駅停車,,,757,三鷹,16,,
中央線快速,快速,,,758,東京,8,,
湘南新宿ライン,普通,,,759,小金井,4,,
中央・総武線各駅停車,各駅停車,,,759,千葉,13,,
山手線,各駅停車,,,759,渋谷・品川方面,14,,
山手線,各駅停車,,,759,池袋・上野方面,15,,
中央・総武線各駅停車,各駅停車,,,759,三鷹,16,,
埼京線・川越線,通勤快速,,,800,新木場,1,,
中央線快速,快速,,,800,東京,7,,
中央本線,特急,スーパーあずさ,5,800,松本,9,1,
埼京線・川越線,各駅停車,,,801,大宮,4,,
中央線快速,快速,,,801,青梅,12,,
山手線,各駅停車,,,801,渋谷・品川方面,14,,
成田エクスプレス,特急,成田エクスプレス,11,802,成田空港,5,1,
中央線快速,快速,,,802,東京,8,,
中央・総武線各駅停車,各駅停車,,,802,西船橋,13,,
山手線,各駅停車,,,802,池袋・上野方面,15,,
中央・総武線各駅停車,各駅停車,,,802,中野,16,,
中央線快速,快速,,,803,武蔵小金井,11,,
中央線快速,快速,,,804,東京,7,,
山手線,各駅停車,,,804,渋谷・品川方面,14,,
中央・総武線各駅停車,各駅停車,,,804,三鷹,16,,
湘南新宿ライン,普通,,,805,大船,1,,
埼京線・川越線,各駅停車,,,805,赤羽,3,1,
中央線快速,快速,,,805,高尾,12,,
中央・総武線各駅停車,各駅停車,,,805,津田沼,13,,
山手線,各駅停車,,,805,池袋・上野方面,15,,
中央線快速,快速,,,806,東京,8,,
中央・総武線各駅停車,各駅停車,,,806,中野,16,,
中央線快速,快速,,,807,武蔵小金井,11,,
山手線,各駅停車,,,807,渋谷・品川方面,14,,
埼京線・川越線,各駅停車,,,808,新木場,2,,
湘南新宿ライン,快速,,,808,高崎,4,,
中央・総武線各駅停車,各駅停車,,,808,千葉,13,,
山手線,各駅停車,,,808,池袋・上野方面,15,,
中央線快速,快速,,,809,東京,7,,
中央・総武線各駅停車,各駅停車,,,809,三鷹,16,,
中央線快速,快速,,,810,高尾,12,,
中央・総武線各駅停車,各駅停車,,,810,西船橋,13,,
山手線,各駅停車,,,810,渋谷・品川方面,14,,
埼京線・川越線,通勤快速,,,811,川越,4,,
中央線快速,快速,,,811,東京,8,,
山手線,各駅停車,,,811,池袋・上野方面,15,,
中央・総武線各駅停車,各駅停車,,,811,中野,16,,
湘南新宿ライン,快速,,,812,国府津,1,,
中央線快速,快速,,,812,豊田,11,,
山手線,各駅停車,,,812,渋谷・品川方面,14,,
中央線快速,快速,,,813,東京,7,,
中央・総武線各駅停車,各駅停車,,,813,津田沼,13,,
山手線,各駅停車,,,813,池袋・上野方面,15,,
埼京線・川越線,各駅停車,,,814,新木場,2,,
埼京線・川越線,各駅停車,,,814,大宮,3,1,
中央・総武線各駅停車,各駅停車,,,814,三鷹,16,,
中央線快速,快速,,,815,東京,8,,
中央線快速,快速,,,815,豊田,12,,
中央・総武線各駅停車,各駅停車,,,815,千葉,13,,
山手線,各駅停車,,,815,渋谷・品川方面,14,,
山手線,各駅停車,,,816,池袋・上野方面,15,,
中央・総武線各駅停車,各駅停車,,,816,三鷹,16,,
埼京線・川越線,通勤快速,,,817,新木場,1,,
湘南新宿ライン,普通,,,817,宇都宮,4,,
中央線快速,快速,,,817,東京,7,,
中央線快速,快速,,,817,高尾,11,,
中央・総武線各駅停車,各駅停車,,,818,西船橋,13,,
山手線,各駅停車,,,818,渋谷・品川方面,14,,
中央・総武線各駅停車,各駅停車,,,818,中野,16,,
湘南新宿ライン,普通,,,819,逗子,2,,
埼京線・川越線,各駅停車,,,819,武蔵浦和,4,,
中央線快速,快速,,,819,東京,8,,
中央線快速,快速,,,819,青梅,12,,
山手線,各駅停車,,,819,池袋・上野方面,15,,
中央・総武線各駅停車,各駅停車,,,820,津田沼,13,,
山手線,各駅停車,,,820,渋谷・品川方面,14,,
中央・総武線各駅停車,各駅停車,,,821,三鷹,16,,
埼京線・川越線,各駅停車,,,822,新木場,1,,
中央線快速,快速,,,822,東京,7,,
中央線快速,快速,,,822,武蔵小金井,11,,
山手線,各駅停車,,,822,池袋・上野方面,15,,
埼京線・川越線,各駅停車,,,823,大宮,4,,
中央・総武線各駅停車,各駅停車,,,823,千葉,13,,
山手線,各駅停車,,,823,渋谷・品川方面,14,,
埼京線・川越線,各駅停車,,,824,新木場,2,,
中央線快速,快速,,,824,東京,8,,
中央線快速,快速,,,824,高尾,12,,
山手線,各駅停車,,,824,池袋・上野方面,15,,
中央・総武線各駅停車,各駅停車,,,824,中野,16,,
中央・総武線各駅停車,各駅停車,,,825,津田沼,13,,
湘南新宿ライン,快速,,,826,籠原,4,,
中央線快速,快速,,,826,東京,7,,
中央線快速,快速,,,826,立川,11,,
山手線,各駅停車,,,826,渋谷・品川方面,14,,
中央・総武線各駅停車,各駅停車,,,826,三鷹,16,,
湘南新宿ライン,快速,,,827,平塚,1,,
山手線,各駅停車,,,827,池袋・上野方面,15,,
中央線快速,快速,,,828,東京,8,,
中央線快速,快速,,,828,豊田,12,,
中央・総武線各駅停車,各駅停車,,,828,西船橋,13,,
山手線,各駅停車,,,828,渋谷・品川方面,14,,
中央・総武線各駅停車,各駅停車,,,828,三鷹,16,,
埼京線・川越線,各駅停車,,,830,新木場,2,,
埼京線・川越線,通勤快速,,,830,川越,4,,
湘南新宿ライン,特急,スーパービュー踊り子,1,830,伊豆急下田,5,,1
中央線快速,快速,,,830,東京,7,,
中央本線,特急,あずさ,7,830,松本,10,1,
中央・総武線各駅停車,各駅停車,,,830,千葉,13,,
山手線,各駅停車,,,830,池袋・上野方面,15,,
山手線,各駅停車,,,831,渋谷・品川方面,14,,
中央・総武線各駅停車,各駅停車,,,831,中野,16,,
埼京線・川越線,通勤快速,,,832,新木場,1,,
中央線快速,快速,,,832,東京,8,,
中央線快速,快速,,,832,高尾,11,,
埼京線・川越線,各駅停車,,,833,大宮,4,,
中央・総武線各駅停車,各駅停車,,,833,津田沼,13,,
山手線,各駅停車,,,833,池袋・上野方面,15,,
中央・総武線各駅停車,各駅停車,,,833,中野,16,,
中央線快速,快速,,,834,武蔵小金井,12,,
山手線,各駅停車,,,834,渋谷・品川方面,14,,
湘南新宿ライン,普通,,,835,大船,2,,
中央線快速,快速,,,835,東京,7,,
中央・総武線各駅停車,各駅停車,,,835,津田沼,13,,
中央・総武線各駅停車,各駅停車,,,835,三鷹,16,,
湘南新宿ライン,普通,,,836,小金井,4,,
中央線快速,快速,,,836,豊田,11,,
山手線,各駅停車,,,836,大崎,15,,
中央線快速,快速,,,837,東京,8,,
山手線,各駅停車,,,837,渋谷・品川方面,14,,
埼京線・川越線,各駅停車,,,838,新木場,1,,
埼京線・川越線,各駅停車,,,838,赤羽,3,1,
中央線快速,快速,,,838,高尾,12,,
中央・総武線各駅停車,各駅停車,,,838,千葉,13,,
山手線,各駅停車,,,838,池袋・上野方面,15,,
中央・総武線各駅停車,各駅停車,,,838,三鷹,16,,
中央線快速,快速,,,839,東京,7,,
山手線,各駅停車,,,839,渋谷・品川方面,14,,
中央線快速,快速,,,840,豊田,11,,
中央・総武線各駅停車,各駅停車,,,840,中野,16,,
湘南新宿ライン,快速,,,841,小田原,2,,
埼京線・川越線,各駅停車,,,841,大宮,4,,
中央線快速,快速,,,841,東京,8,,
中央・総武線各駅停車,各駅停車,,,841,津田沼,13,,
山手線,各駅停車,,,841,池袋・上野方面,15,,
中央線快速,快速,,,842,八王子,12,,
山手線,各駅停車,,,842,渋谷・品川方面,14,,
中央・総武線各駅停車,各駅停車,,,842,三鷹,16,,
中央線快速,通勤特快,,,843,東京,7,,
埼京線・川越線,通勤快速,,,844,新木場,1,,
湘南新宿ライン,快速,,,844,高崎,4,,
中央線快速,快速,,,844,豊田,11,,
中央・総武線各駅停車,各駅停車,,,844,千葉,13,,
山手線,各駅停車,,,844,大崎,15,,
中央線快速,快速,,,845,東京,8,,
山手線,各駅停車,,,845,渋谷・品川方面,14,,
埼京線・川越線,通勤快速,,,846,川越,4,,
中央線快速,快速,,,846,高尾,12,,
山手線,各駅停車,,,846,池袋・上野方面,15,,
中央・総武線各駅停車,各駅停車,,,846,三鷹,16,,
中央線快速,快速,,,847,東京,7,,
中央・総武線各駅停車,各駅停車,,,847,津田沼,13,,
中央線快速,快速,,,848,青梅,11,,
山手線,各駅停車,,,848,渋谷・品川方面,14,,
中央・総武線各駅停車,各駅停車,,,848,中野,16,,
埼京線・川越線,各駅停車,,,849,武蔵浦和,3,1,
中央線快速,快速,,,849,東京,8,,
山手線,各駅停車,,,849,池袋・上野方面,15,,
湘南新宿ライン,普通,,,850,逗子,1,,
中央線快速,快速,,,850,武蔵小金井,12,,
中央・総武線各駅停車,各駅停車,,,850,津田沼,13,,
山手線,各駅停車,,,850,渋谷・品川方面,14,,
中央・総武線各駅停車,各駅停車,,,850,中野,16,,
中央線快速,快速,,,851,東京,7,,
埼京線・川越線,各駅停車,,,852,大宮,4,,
中央線快速,快速,,,852,立川,11,,
中央・総武線各駅停車,各駅停車,,,852,千葉,13,,
山手線,各駅停車,,,852,池袋・上野方面,15,,
埼京線・川越線,各駅停車,,,853,新木場,1,,
中央線快速,快速,,,853,東京,8,,
山手線,各駅停車,,,853,渋谷・品川方面,14,,
中央・総武線各駅停車,各駅停車,,,853,三鷹,16,,
中央線快速,快速,,,854,豊田,12,,
山手線,各駅停車,,,854,池袋・上野方面,15,,
埼京線・川越線,各駅停車,,,855,大宮,2,1,
中央線快速,快速,,,855,東京,7,,
中央・総武線各駅停車,各駅停車,,,855,津田沼,13,,
中央・総武線各駅停車,各駅停車,,,855,三鷹,16,,
中央線快速,快速,,,856,武蔵小金井,11,,
山手線,各駅停車,,,856,渋谷・品川方面,14,,
湘南新宿ライン,特急,スペーシアきぬがわ,15,857,鬼怒川温泉,4,1,1
湘南新宿ライン,普通,,,857,小金井,5,,
中央線快速,通勤特快,,,857,東京,8,,
山手線,各駅停車,,,857,大崎,15,,
埼京線・川越線,各駅停車,,,858,新木場,1,,
中央線快速,快速,,,858,高尾,12,,
中央・総武線各駅停車,各駅停車,,,858,千葉,13,,
中央・総武線各駅停車,各駅停車,,,858,中野,16,,
埼京線・川越線,各駅停車,,,859,赤羽,4,,
中央線快速,快速,,,859,東京,7,,
山手線,各駅停車,,,859,渋谷・品川方面,14,,
中央本線,特急,あずさ,9,900,松本,9,1,
山手線,各駅停車,,,900,池袋・上野方面,15,,
中央・総武線各駅停車,各駅停車,,,900,三鷹,16,,
中央線快速,快速,,,901,東京,8,,
中央・総武線各駅停車,各駅停車,,,901,津田沼,13,,
山手線,各駅停車,,,901,渋谷・品川方面,14,,
埼京線・川越線,各駅停車,,,902,川越,3,1,
中央線快速,快速,,,902,豊田,11,,
山手線,各駅停車,,,902,池袋・上野方面,15,,
湘南新宿ライン,快速,,,903,国府津,1,,
中央線快速,快速,,,903,東京,7,,
中央・総武線各駅停車,各駅停車,,,903,中野,16,,
中央線快速,快速,,,904,高尾,12,,
中央・総武線各駅停車,各駅停車,,,904,津田沼,13,,
山手線,各駅停車,,,904,渋谷・品川方面,14,,
埼京線・川越線,通勤快速,,,905,川越,2,1,
山手線,各駅停車,,,905,池袋・上野方面,15,,
中央線快速,快速,,,906,東京,8,,
中央線快速,快速,,,906,豊田,11,,
中央・総武線各駅停車,各駅停車,,,906,三鷹,16,,
中央・総武線各駅停車,各駅停車,,,907,千葉,13,,
山手線,各駅停車,,,907,渋谷・品川方面,14,,
湘南新宿ライン,快速,,,908,宇都宮,4,,
中央線快速,快速,,,908,東京,7,,
中央線快速,快速,,,908,武蔵小金井,12,,
山手線,各駅停車,,,908,大崎,15,,
中央・総武線各駅停車,各駅停車,,,909,中野,16,,
中央線快速,快速,,,910,東京,8,,
中央線快速,快速,,,910,八王子,11,,
山手線,各駅停車,,,910,渋谷・品川方面,14,,
埼京線・川越線,各駅停車,,,911,新木場,1,,
埼京線・川越線,各駅停車,,,911,大宮,4,,
中央・総武線各駅停車,各駅停車,,,911,津田沼,13,,
山手線,各駅停車,,,911,池袋・上野方面,15,,
中央線快速,快速,,,912,高尾,12,,
中央・総武線各駅停車,各駅停車,,,912,三鷹,16,,
山手線,各駅停車,,,913,渋谷・品川方面,14,,
埼京線・川越線,各駅停車,,,914,大宮,3,1,
中央本線,特急,あずさ,2,914,東京,7,,
中央線快速,快速,,,914,武蔵小金井,11,,
山手線,各駅停車,,,914,池袋・上野方面,15,,
埼京線・川越線,通勤快速,,,915,新木場,1,,
中央・総武線各駅停車,各駅停車,,,915,千葉,13,,
山手線,各駅停車,,,915,大崎,14,,
中央・総武線各駅停車,各駅停車,,,915,三鷹,16,,
中央線快速,快速,,,916,東京,8,,
中央線快速,快速,,,916,青梅,12,,
山手線,各駅停車,,,917,池袋,15,,
中央線快速,快速,,,918,武蔵小金井,11,,
山手線,各駅停車,,,918,渋谷・品川方面,14,,
湘南新宿ライン,普通,,,919,大船,1,,
埼京線・川越線,各駅停車,,,919,大宮,4,,
中央線快速,快速,,,919,東京,7,,
中央・総武線各駅停車,各駅停車,,,919,津田沼,13,,
山手線,各駅停車,,,919,大崎,15,,
中央・総武線各駅停車,各駅停車,,,919,中野,16,,
中央線快速,快速,,,920,大月,12,,
埼京線・川越線,各駅停車,,,921,池袋,4,,
中央線快速,通勤特快,,,921,東京,8,,
山手線,各駅停車,,,921,池袋,14,,
埼京線・川越線,各駅停車,,,922,新木場,1,,
中央線快速,快速,,,922,八王子,11,,
山手線,各駅停車,,,922,池袋・上野方面,15,,
中央・総武線各駅停車,各駅停車,,,922,三鷹,16,,
中央線快速,快速,,,923,東京,7,,
中央・総武線各駅停車,各駅停車,,,923,津田沼,13,,
山手線,各駅停車,,,923,渋谷・品川方面,14,,
中央線快速,快速,,,924,豊田,12,,
湘南新宿ライン,快速,,,925,籠原,4,,
湘南新宿ライン,特急,スーパービュー踊り子,3,925,伊豆急下田,5,1,
中央線快速,快速,,,925,東京,8,,
山手線,各駅停車,,,925,池袋・上野方面,15,,
中央線快速,快速,,,926,高尾,11,,
山手線,各駅停車,,,926,渋谷・品川方面,14,,
中央・総武線各駅停車,各駅停車,,,926,三鷹,16,,
埼京線・川越線,通勤快速,,,927,川越,2,1,
山手線,各駅停車,,,927,池袋・上野方面,15,,
埼京線・川越線,通勤快速,,,928,新木場,1,,
中央線快速,快速,,,928,豊田,12,,
中央・総武線各駅停車,各駅停車,,,928,千葉,13,,
埼京線・川越線,各駅停車,,,929,大宮,4,,
山手線,各駅停車,,,929,渋谷・品川方面,14,,
中央線快速,快速,,,930,東京,7,,
中央本線,特急,かいじ,101,930,甲府,10,1,
山手線,各駅停車,,,930,池袋,15,,
中央・総武線各駅停車,各駅停車,,,930,中野,16,,
中央線快速,快速,,,931,武蔵小金井,11,,
山手線,各駅停車,,,931,大崎,14,,
中央・総武線各駅停車,各駅停車,,,932,津田沼,13,,
中央線快速,快速,,,933,東京,8,,
中央線快速,快速,,,933,高尾,12,,
山手線,各駅停車,,,933,池袋・上野方面,15,,
中央・総武線各駅停車,各駅停車,,,933,三鷹,16,,
湘南新宿ライン,快速,,,934,国府津,1,,
山手線,各駅停車,,,934,渋谷・品川方面,14,,
埼京線・川越線,各駅停車,,,935,大宮,4,,
中央線快速,快速,,,935,青梅,11,,
山手線,各駅停車,,,936,池袋・上野方面,15,,
中央線快速,快速,,,937,東京,8,,
中央線快速,快速,,,937,豊田,12,,
中央・総武線各駅停車,各駅停車,,,937,千葉,13,,
山手線,各駅停車,,,937,渋谷・品川方面,14,,
埼京線・川越線,各駅停車,,,938,池袋,2,1,
中央・総武線各駅停車,各駅停車,,,938,中野,16,,
